product_id,annotated_image_name,fabric_types_clean,wear_types_clean,colors_clean,textures_clean,value_additions_clean
2080,0540000021697.jpg,Silk,Saree,"orange,red,brown,black","embroidery,nakshi,printed",nakshi
2080,0540000021697.jpg___full.png,Silk,Saree,"orange,red,brown,black","embroidery,nakshi,printed",nakshi
2080,0540000021697_3.jpg,Silk,Saree,"orange,red,brown,black","embroidery,nakshi,printed",nakshi
7016,0570000121871.jpg,Viscose,Panjabi,"green,golden",block print,
7016,0570000121871_1.jpg,Viscose,Panjabi,"green,golden",block print,
2377,1420000172775_1.jpg,Viscose,Shalwar Kameez,"blue,white,golden","embroidery,printed",tassels
2377,1420000172775_2.jpg,Viscose,Shalwar Kameez,"blue,white,golden","embroidery,printed",tassels
7088,0570000122154.jpg,Cotton,Panjabi,"black,green",textured,
7088,0570000122154_1.jpg,Cotton,Panjabi,"black,green",textured,
1885,0540000021615.jpg,Silk,Saree,"grey,black,green","dye,screen print",tassels
1885,0540000021615_3.jpg,Silk,Saree,"grey,black,blue,green","dye,screen print",tassels
1669,0540000023962.jpg,Silk,Saree,"grey,black,golden,red",,"baluchari,tangail"
1669,0540000023962_2.jpg,Silk,Saree,"grey,black,golden,red",,"baluchari,tangail"
1669,0540000023962_1.jpg,Silk,Saree,"grey,black,golden,red",,"baluchari,tangail"
634,0560000070026.jpg,Cotton,Saree,"green,purple,golden",opera,
634,0560000070026_2.jpg,Cotton,Saree,"yellow,white,green",opera,
634,0560000070026_1.jpg,Cotton,Saree,"purple,white,green",opera,
7268,0570000121137.jpg,Viscose Blend,Panjabi,"yellow,black,white",block print,
7268,0570000121137_1.jpg,Viscose Blend,Panjabi,"yellow,black,white",block print,
1673,0540000024668.jpg,Silk,Saree,"brown,green,golden",,"baluchari,tangail"
1673,0540000024668_2.jpg,Silk,Saree,"brown,green,blue,golden",,"baluchari,tangail"
1673,0540000024668_1.jpg,Silk,Saree,"brown,green,blue,golden",,"baluchari,tangail"
1376,0550000148238.jpg,Muslin,Saree,"brown,blue,golden,green","applique,embroidery",applique
1376,0550000148238_2.jpg,Muslin,Saree,"brown,blue,golden,green","applique,embroidery",applique
1376,0550000148238_1.jpg,Muslin,Saree,"brown,blue,golden,green","applique,embroidery",applique
3287,0410000098073.jpg,Viscose,Maternity,"black,blue","wax dye,batik print",
3287,0410000098073_2.jpg___full.png,Viscose,Maternity,"black,blue","wax dye,batik print",
7565,0470000103999.jpg,Viscose,Scarves,"green,golden",,handloom
7565,0470000103999.jpg___full.png,Viscose,Scarves,"green,golden",,handloom
2950,0430000119562_1.jpg,Silk,Shalwar Kameez,"red,brown,golden","embroidery,printed",tassels
2950,0430000119562_2.jpg,Silk,Shalwar Kameez,"red,brown,golden","embroidery,printed",tassels
1092,0560000067190.jpg,Cotton,Saree,"orange,red,black","tie dye,embroidery,printed",
1092,0560000067190_2.jpg,Cotton,Saree,"orange,red,brown","tie dye,embroidery,printed",
1092,0560000067190_1.jpg,Cotton,Saree,"orange,red,brown","tie dye,embroidery,printed",
6591,0570000114585.jpg,Viscose Blend,Panjabi,"grey,white",screen print,
6591,0570000114585_1.jpg,Viscose Blend,Panjabi,"grey,white",screen print,
3278,0410000096114_2.jpg,Cotton,Maternity,"pink,white,blue",dobby,
3278,0410000096114_2_1.jpg,Cotton,Maternity,"pink,white,blue",dobby,
6316,1190000013054_1.jpg,Viscose,Kurta,"brown,blue,golden","embroidery,printed,textured",
6316,1190000013054_1_1.jpg,Viscose,Kurta,"brown,blue,golden","embroidery,printed,textured",
7831,0460000029616.jpg,Cotton,Nightwear,"white,green",printed,lace
7831,0460000029616_2.jpg,Cotton,Nightwear,"brown,white,green",printed,lace
6959,0570000123417.jpg,Viscose Blend,Panjabi,"red,white",textured,
6959,0570000123417_1.jpg,Viscose Blend,Panjabi,"red,white",textured,
1392,0550000148498.jpg,Muslin,Saree,"golden,green,brown,white,red","applique,embroidery",applique
1392,0550000148498_2.jpg,Muslin,Saree,"red,brown,white,golden","applique,embroidery",applique
1392,0550000148498_1.jpg,Muslin,Saree,"golden,green,brown,white,red","applique,embroidery",applique
170,0560000069054.jpg,Cotton,Saree,"orange,brown","embroidery,printed",
170,0560000069054_2.jpg,Cotton,Saree,"orange,brown","embroidery,printed",
7282,0570000120327.jpg,Cotton,Panjabi,"yellow,pink,white,golden",block print,
7282,0570000120327_1.jpg,Cotton,Panjabi,"yellow,pink,golden",block print,
3501,0660000104792.jpg,Viscose,Shawls,pink,,handloom
3501,0660000104792_2.jpg,Viscose,Shawls,pink,,handloom
3501,0660000104792_1.jpg,Viscose,Shawls,pink,,handloom
921,0560000071749.jpg,Cotton,Saree,"grey,brown,purple,red","opera,striped",
921,0560000071749_2.jpg,Cotton,Saree,"grey,yellow,purple,red","opera,striped",
921,0560000071749_1.jpg,Cotton,Saree,"red,yellow,purple","opera,striped",
6291,1190000011816.jpg,Cotton,Kurta,"red,yellow,cyan","embroidery,floral,printed",
6291,1190000011816_1.jpg,Cotton,Kurta,"red,yellow,cyan","embroidery,floral,printed",
1518,0550000130755.jpg,Muslin,Saree,"blue,white","embroidery,printed",tassels
1518,0550000130755_2.jpg,Muslin,Saree,"brown,blue,white","embroidery,printed",tassels
2048,0540000024056.jpg,Silk,Saree,"brown,pink,green",,
2048,0540000024056_2.jpg,Silk,Saree,"brown,pink,green",,
2048,0540000024056_1.jpg___full.png,Silk,Saree,"brown,pink,green",,
2917,0430000118916.jpg,Silk,Shalwar Kameez,"grey,brown,pink,golden","wax dye,embroidery,floral,printed",
2917,0430000118925_3.jpg,Silk,Shalwar Kameez,"grey,brown,pink","wax dye,embroidery,floral,printed",
7787,0470000103084.jpg,Silk,Scarves,"orange,red,pink,white",hand paint,
7787,0470000103084.jpg___full.png,Silk,Scarves,"orange,red,pink,white",hand paint,
1737,0550000149616.jpg,Silk,Saree,"green,blue,golden",opera,
1737,0550000149616_2.jpg,Silk,Saree,"green,golden",opera,
1737,0550000149616_1.jpg,Silk,Saree,"green,blue,golden",opera,
2364,1420000165414.jpg,Voile,Shalwar Kameez,"red,yellow,blue","embroidery,printed",
2364,1420000165414_2.jpg,Voile,Shalwar Kameez,"red,yellow,blue","embroidery,printed",
1845,0540000022806.jpg,Silk,Saree,"brown,white,green","embroidery,floral,printed",
1845,0540000022806_3.jpg,Silk,Saree,"brown,blue,white,green","embroidery,floral,printed",
37,0560000074399.jpg,Cotton,Saree,"pink,purple",,
37,0560000074399_2.jpg,Cotton,Saree,"pink,purple",,
37,0560000074399_1.jpg,Cotton,Saree,"pink,purple",,
1331,0550000147881.jpg,Muslin,Saree,"orange,brown","embroidery,printed",
1331,0550000147881_2.jpg,Muslin,Saree,"orange,brown","embroidery,printed",
1331,0550000147881_1.jpg___dress.png,Muslin,Saree,"orange,brown","embroidery,printed",
2742,1420000162669.jpg,Cotton,Shalwar Kameez,"grey,brown,black,golden","embroidery,printed",handloom
2742,1420000162662_2.jpg,Cotton,Shalwar Kameez,"blue,golden,brown,black,grey","embroidery,printed",handloom
3466,0660000104919.jpg,Viscose,Shawls,"red,blue",dye,"handloom,fringe"
3466,0660000104919.jpg___dress.png,Viscose,Shawls,"red,pink,blue",dye,"handloom,fringe"
3466,0660000104919_2.jpg,Viscose,Shawls,"red,pink,blue",dye,"handloom,fringe"
1627,0540000023673.jpg,Silk,Saree,"red,brown,pink","applique,embroidery",applique
1627,0540000023673_2.jpg,Silk,Saree,"red,brown,pink","applique,embroidery",applique
6739,0570000126680.jpg,Viscose,Panjabi,"blue,green","block print,textured",
6739,0570000126680_1.jpg,Viscose,Panjabi,"blue,green","block print,textured",
1165,0560000067816.jpg,Cotton,Saree,"green,blue,golden",block print,
1165,0560000067816_2.jpg,Cotton,Saree,"green,golden",block print,
1165,0560000067816_1.jpg,Cotton,Saree,"green,golden",block print,
200,0560000069368.jpg,Cotton,Saree,"brown,purple,pink",screen print,
200,0560000069368_2.jpg,Cotton,Saree,"brown,purple",screen print,
200,0560000069368_1.jpg,Cotton,Saree,"brown,purple,pink",screen print,
3320,0410000100926.jpg,Synthetic,Maternity,green,,
3320,0410000100926_2.jpg,Synthetic,Maternity,green,,
3440,0660000105013.jpg,Viscose,Shawls,green,tie dye,"handloom,fringe"
3440,0660000105013_2.jpg,Viscose,Shawls,"red,green",tie dye,"handloom,fringe"
3396,0410000102022.jpg,Cotton,Maternity,"blue,white",block print,
3396,0410000102022_1.jpg,Cotton,Maternity,"blue,white",block print,
7122,0570000122243.jpg,Viscose Blend,Panjabi,"brown,pink",block print,
7122,0570000122243_1.jpg,Viscose Blend,Panjabi,"brown,pink",block print,
1051,0560000068122.jpg,Cotton,Saree,"brown,black,green",block print,
1051,0560000068122_2.jpg,Cotton,Saree,"brown,black,white,green",block print,
1051,0560000068122_1.jpg,Cotton,Saree,"brown,black,white,green",block print,
110,0560000068440.jpg,Cotton,Saree,"yellow,black,pink,blue","brush paint,screen print",
110,0560000068440_2.jpg,Cotton,Saree,"yellow,black,pink,blue","brush paint,screen print",
110,0560000068440_1.jpg,Cotton,Saree,"yellow,black,pink,blue","brush paint,screen print",
259,0560000073403.jpg,Cotton,Saree,"red,yellow,green",,tangail
259,0560000073403_2.jpg,Cotton,Saree,"red,yellow,green",,tangail
259,0560000073403_1.jpg,Cotton,Saree,"red,yellow,green",,tangail
6359,1190000011954_2.jpg,Viscose,Kurta,"yellow,purple,golden","embroidery,printed",
6359,1190000011946_1.jpg,Viscose,Kurta,"purple,yellow,pink,golden","embroidery,printed",
6359,1190000011954_1_1.jpg___dress.png,Viscose,Kurta,"purple,yellow,pink,golden","embroidery,printed",
7752,0470000103222.jpg,Silk,Scarves,"brown,blue,white",hand paint,
7752,0470000103222.jpg___full.png,Silk,Scarves,"brown,blue,white",hand paint,
987,0560000068527.jpg,Cotton,Saree,"yellow,blue,cyan,green","applique,embroidery",applique
987,0560000068527_2.jpg,Cotton,Saree,"yellow,blue,cyan,green","applique,embroidery",applique
987,0560000068527_1.jpg,Cotton,Saree,"yellow,blue,cyan,green","applique,embroidery",applique
1645,0550000152730.jpg,Silk,Saree,"purple,green",,"baluchari,tangail"
1645,0550000152730_2.jpg,Silk,Saree,"purple,blue,green",,"baluchari,tangail"
1645,0550000152730_1.jpg,Silk,Saree,"purple,blue,green",,"baluchari,tangail"
174,0560000069940.jpg,Cotton,Saree,"orange,purple,blue","embroidery,printed",
174,0560000069940_2.jpg,Cotton,Saree,"orange,brown,purple,blue","embroidery,printed",
174,0560000069940_1.jpg___full.png,Cotton,Saree,"orange,purple,blue","embroidery,printed",
7599,0470000103824.jpg,Viscose,Scarves,"orange,red",,handloom
7599,0470000103824.jpg___full.png,Viscose,Scarves,"orange,red",,handloom
1898,0550000142729.jpg,Silk,Saree,"grey,white,golden","applique,check,embroidery",applique
1898,0550000142729_2.jpg,Silk,Saree,"grey,white,golden","applique,check,embroidery",applique
1898,0550000142729_1.jpg,Silk,Saree,"grey,white,golden","applique,check,embroidery",applique
8022,0460000028682_2.jpg,Linen,Nightwear,"brown,pink","printed,textured",lace
8022,0460000028682_1_1.jpg,Linen,Nightwear,"brown,pink","printed,textured",lace
1755,0540000024101.jpg,Silk,Saree,"pink,blue,cyan,golden,purple",,"baluchari,tangail"
1755,0540000024101_2.jpg,Silk,Saree,"pink,purple,cyan,golden",,"baluchari,tangail"
1755,0540000024101_1.jpg___dress.png,Silk,Saree,"pink,blue,cyan,golden,purple",,"baluchari,tangail"
1985,0540000024800.jpg,Silk,Saree,"brown,pink,golden",,
1985,0540000024800_2.jpg___dress.png,Silk,Saree,"brown,pink,golden",,
2904,1420000159194.jpg,Voile,Shalwar Kameez,"yellow,pink,white,green","dye,embroidery,printed",
2904,1420000159186_2.jpg,Voile,Shalwar Kameez,"yellow,pink,white,green","dye,embroidery,printed",
2206,0540000022978.jpg,Silk,Saree,brown,"embroidery,nakshi,brush paint",nakshi
2206,0540000022978_2.jpg,Silk,Saree,"red,brown","embroidery,nakshi,brush paint",nakshi
2206,0540000022978_1.jpg___full.png,Silk,Saree,"red,brown","embroidery,nakshi,brush paint",nakshi
1643,0550000152786.jpg,Silk,Saree,"grey,blue,red",,"baluchari,tangail"
1643,0550000152786_2.jpg,Silk,Saree,"grey,blue,red",,"baluchari,tangail"
1643,0550000152786_1.jpg,Silk,Saree,"grey,red,blue,white",,"baluchari,tangail"
7722,0470000103359.jpg,Silk,Scarves,"yellow,blue,cyan",hand paint,
7722,0470000103359.jpg___full.png,Silk,Scarves,"yellow,blue,cyan",hand paint,
2605,1420000169058.jpg,Viscose Blend,Shalwar Kameez,"black,blue,white,green","embroidery,printed,textured",
2605,1420000169058.jpg___full.png,Viscose Blend,Shalwar Kameez,"black,blue,white,green","embroidery,printed,textured",
2605,1420000169058_3.jpg,Viscose Blend,Shalwar Kameez,"black,blue,white,green","embroidery,printed,textured",
2605,1420000169058_3.jpg___full.png,Viscose Blend,Shalwar Kameez,"black,blue,white,green","embroidery,printed,textured",
2605,1420000169066.jpg___full.png,Viscose Blend,Shalwar Kameez,"black,blue,white,green","embroidery,printed,textured",
2236,0550000148837_1_1.jpg___full.png,Silk,Saree,"green,blue,golden","applique,buti,embroidery",applique
2236,0550000148837_2.jpg___dress.png,Silk,Saree,"green,blue,golden","applique,buti,embroidery",applique
2236,0550000148837_3.jpg,Silk,Saree,"green,blue,golden","applique,buti,embroidery",applique
960,0560000068183.jpg___full.png,Cotton,Saree,"orange,red,green",block print,
960,0560000068183_2.jpg,Cotton,Saree,"orange,red,green",block print,
960,0560000068183_1.jpg,Cotton,Saree,"orange,red,green",block print,
2979,0430000118619.jpg,Silk,Shalwar Kameez,"brown,golden","wax dye,embroidery,brush paint,printed,textured",tassels
2979,0430000118619.jpg___full.png,Silk,Shalwar Kameez,"brown,golden","wax dye,embroidery,brush paint,printed,textured",tassels
2979,0430000118619_2.jpg,Silk,Shalwar Kameez,"brown,golden","wax dye,embroidery,brush paint,printed,textured",tassels
2979,0430000118619_1.jpg___dress.png,Silk,Shalwar Kameez,"brown,golden","wax dye,embroidery,brush paint,printed,textured",tassels
7570,0470000103779.jpg,Silk,Scarves,"green,black,orange,white,red",hand paint,
2856,1420000169082.jpg,Cotton,Shalwar Kameez,"yellow,black,green","dobby,embroidery,printed",
2856,1420000169082.jpg___full.png,Cotton,Shalwar Kameez,"yellow,black,green","dobby,embroidery,printed",
2856,1420000169082_2.jpg,Cotton,Shalwar Kameez,"yellow,black,green","dobby,embroidery,printed",
2856,1420000169082_1.jpg,Cotton,Shalwar Kameez,"yellow,black,green","dobby,embroidery,printed",
6375,1190000011664.jpg,Viscose,Kurta,"grey,purple","embroidery,printed",
6375,1190000011664_1.jpg,Viscose,Kurta,"grey,purple,cyan,golden","embroidery,printed",
7006,0570000122260.jpg___dress.png,Linen,Panjabi,"white,green",printed,
7006,0570000122260_1.jpg,Linen,Panjabi,"white,green",printed,
6953,0570000124812.jpg___full.png,Viscose Blend,Panjabi,"grey,purple",block print,
6953,0570000124812_1.jpg,Viscose Blend,Panjabi,"grey,purple",block print,
383,0560000073050_2.jpg,Cotton,Saree,"grey,yellow,golden",,
383,0560000073050_1.jpg,Cotton,Saree,"grey,yellow,golden",,
6852,0570000126792.jpg,Cotton,Panjabi,"black,white,golden",block print,
6852,0570000126792_1.jpg,Cotton,Panjabi,"white,golden",block print,
2997,0430000117064_1.jpg,Silk,Shalwar Kameez,"brown,blue,golden","embroidery,printed",
2997,0430000117064_3.jpg,Silk,Shalwar Kameez,"brown,blue,golden","embroidery,printed",
7228,0570000120260.jpg,Voile,Panjabi,"grey,yellow,white",block print,
7228,0570000120260_1.jpg,Voile,Panjabi,"grey,yellow,white",block print,
6937,0570000129707_1.jpg,Viscose,Panjabi,"orange,yellow",block print,
6937,0570000129707_1_1.jpg,Viscose,Panjabi,"orange,yellow",block print,
759,0560000066701.jpg,Cotton,Saree,"red,blue",block print,
759,0560000066701_2.jpg,Cotton,Saree,"red,blue",block print,
2614,1420000167673_1_1.jpg,Viscose,Shalwar Kameez,"grey,yellow,purple,cyan","dobby,embroidery,printed",
2614,1420000167665_3.jpg,Viscose,Shalwar Kameez,"grey,yellow,purple,cyan","dobby,embroidery,printed",
6641,0570000127016_1.jpg___dress.png,Cotton,Panjabi,"yellow,pink",block print,
6935,0570000127129.jpg,Viscose Blend,Panjabi,yellow,textured,
6935,0570000127129_1.jpg,Viscose Blend,Panjabi,"yellow,white",textured,
2515,1420000176155_1.jpg,Viscose Blend,Shalwar Kameez,green,"embroidery,printed",
2515,1420000176163_2.jpg,Viscose Blend,Shalwar Kameez,"yellow,white,green","embroidery,printed",
7414,0410000103557_2.jpg,Viscose Blend,Tops,"pink,green",,handloom
7645,0470000103605.jpg,Silk,Scarves,"brown,white",hand paint,
7106,0570000123910.jpg,Viscose Blend,Panjabi,"orange,pink",,
7106,0570000123910_1.jpg,Viscose Blend,Panjabi,orange,,
2239,0550000147754.jpg,Silk,Saree,"grey,yellow,green",,
2239,0550000147754_3.jpg,Silk,Saree,"yellow,purple,green",,
2239,0550000147754_1.jpg,Silk,Saree,"yellow,purple,green",,
2975,0430000118010.jpg,Muslin,Shalwar Kameez,"grey,green",embroidery,
2975,0430000118017_2.jpg,Muslin,Shalwar Kameez,"grey,green",embroidery,
2975,0430000118010_1.jpg___dress.png,Muslin,Shalwar Kameez,"grey,green",embroidery,
1558,0540000023534.jpg,Silk,Saree,"purple,cyan,white","embroidery,printed",
1558,0540000023534_2.jpg,Silk,Saree,"purple,cyan,white","embroidery,printed",
1558,0540000023534_1.jpg___full.png,Silk,Saree,"purple,cyan,white","embroidery,printed",
7448,0410000104591.jpg,Viscose,Coats & Jackets,"yellow,blue,white,golden","embroidery,textured",
1866,0540000022166.jpg,Silk,Saree,"red,blue","embroidery,printed",
1866,0540000022166_3.jpg,Silk,Saree,"red,blue","embroidery,printed",
3204,0410000101970.jpg___dress.png,Viscose,Maternity,green,tie dye,
3204,0410000101970_2.jpg,Viscose,Maternity,green,tie dye,
7597,0470000103763.jpg,Silk,Scarves,"red,brown,white,green",hand paint,
6902,0570000122171.jpg,Viscose Blend,Panjabi,"red,black",textured,
6902,0570000122171_1.jpg,Viscose Blend,Panjabi,"red,black",textured,
7097,0570000123386_2.jpg,Viscose,Panjabi,"black,purple,golden",block print,
7097,0570000123386_2.jpg___full.png,Viscose,Panjabi,"black,purple,golden",block print,
909,0560000068682_2.jpg,Cotton,Saree,"yellow,green",block print,
909,0560000068682.jpg,Cotton,Saree,"yellow,green",block print,
909,0560000068682_1.jpg___full.png,Cotton,Saree,"yellow,green",block print,
2682,1420000176745.jpg,Viscose,Shalwar Kameez,"red,white","floral,screen print",
2682,1420000176737_3.jpg,Viscose,Shalwar Kameez,"red,white","floral,screen print",
3123,0410000109425.jpg,Viscose Blend,Maternity,"black,blue","embroidery,textured",
2013,0540000024729.jpg,Silk,Saree,"grey,black,red",,tangail
2013,0540000024729_2.jpg,Silk,Saree,"black,grey,yellow",,tangail
2013,0540000024729_1.jpg,Silk,Saree,"black,grey,yellow,red",,tangail
797,0560000068044.jpg,Cotton,Saree,"red,green,golden",block print,
797,0560000068044_2.jpg,Cotton,Saree,"red,green,golden",block print,
3476,0660000104983.jpg,Viscose,Shawls,"red,pink",tie dye,"handloom,fringe"
3476,0660000104983_2.jpg,Viscose,Shawls,"red,pink",tie dye,"handloom,fringe"
6547,0570000131072.jpg,Cotton,Panjabi,"black,white","check,printed",
6547,0570000131072_1.jpg,Cotton,Panjabi,"black,white","check,printed",
6733,0570000124182.jpg,Cotton,Panjabi,"pink,blue,golden",block print,
6733,0570000124182_1.jpg,Cotton,Panjabi,"pink,blue,golden",block print,
7032,0570000120120.jpg,Viscose,Panjabi,pink,textured,
2900,1420000160275_2.jpg,Viscose,Shalwar Kameez,"orange,pink,green","embroidery,printed",
2900,1420000160275_3.jpg,Viscose,Shalwar Kameez,"orange,pink,green","embroidery,printed",
2900,1420000160275.jpg___dress.png,Viscose,Shalwar Kameez,"orange,pink,green","embroidery,printed",
995,0560000067252.jpg,Cotton,Saree,"grey,white,red","embroidery,printed",
995,0560000067252_2.jpg,Cotton,Saree,"grey,red,white,golden","embroidery,printed",
995,0560000067252_1.jpg,Cotton,Saree,"grey,white,red","embroidery,printed",
2697,1420000177791.jpg,Viscose,Shalwar Kameez,"grey,brown,black","embroidery,printed",
2697,1420000177799_4.jpg,Viscose,Shalwar Kameez,"grey,black,red","embroidery,printed",
6666,0570000128040_1.jpg,Viscose Blend,Panjabi,"grey,brown",block print,
6653,0570000126254.jpg,Cotton,Panjabi,"grey,black",block print,handloom
6653,0570000126254_1.jpg,Cotton,Panjabi,"grey,black",block print,handloom
7188,0570000123192.jpg,Viscose Blend,Panjabi,"black,green",textured,
7188,0570000123192_1.jpg,Viscose Blend,Panjabi,green,textured,
2043,0560000060443.jpg,Silk,Saree,"orange,green",,
2043,0560000060443_2.jpg,Silk,Saree,"orange,green,golden",,
2043,0560000060443_1.jpg___full.png,Silk,Saree,"orange,green,golden",,
859,0560000070207.jpg,Cotton,Saree,"red,black,white","embroidery,printed",
859,0560000070207_2.jpg,Cotton,Saree,"red,black,white","embroidery,printed",
859,0560000070207_1.jpg,Cotton,Saree,"red,black,white","embroidery,printed",
493,0560000066642.jpg,Cotton,Saree,"brown,pink,white",screen print,
493,0560000066642_2.jpg,Cotton,Saree,"brown,pink,white",screen print,
493,0560000066642_1.jpg,Cotton,Saree,"brown,pink,white",screen print,
3362,0410000101775.jpg,Viscose,Maternity,grey,,
3362,0410000101775_1.jpg,Viscose,Maternity,grey,,
3444,0660000105010.jpg,Viscose,Shawls,"brown,black,green",tie dye,"handloom,fringe"
3444,0660000105010_2.jpg,Viscose,Shawls,"brown,black,green",tie dye,"handloom,fringe"
3444,0660000105010_1.jpg,Viscose,Shawls,"brown,black,green",tie dye,"handloom,fringe"
7326,0570000117204.jpg,Viscose Blend,Panjabi,grey,,handloom
7326,0570000117204_1.jpg,Viscose Blend,Panjabi,grey,,handloom
589,0560000071391.jpg,Cotton,Saree,"orange,black",nakshi,nakshi
589,0560000071391_2.jpg,Cotton,Saree,"orange,black",nakshi,nakshi
589,0560000071391_1.jpg,Cotton,Saree,"orange,black",nakshi,nakshi
1851,0540000022852.jpg,Silk,Saree,"brown,pink,white","embroidery,printed",
1851,0540000022852.jpg___full.png,Silk,Saree,"brown,pink,white","embroidery,printed",
1851,0540000022852_2.jpg,Silk,Saree,"brown,pink,white","embroidery,printed",
1851,0540000022852_1.jpg,Silk,Saree,"brown,pink,white","embroidery,printed",
710,0560000068497.jpg,Cotton,Saree,"orange,pink,white,green",block print,
710,0560000068497_2.jpg,Cotton,Saree,"orange,pink,white,green",block print,
710,0560000068497_1.jpg,Cotton,Saree,"orange,pink,white,green",block print,
1938,0550000136749_3.jpg,Silk,Saree,"purple,blue",opera,
1938,0550000136749_2_1.jpg,Silk,Saree,"purple,blue",opera,
1938,0550000136749_1_1.jpg,Silk,Saree,"purple,blue",opera,
6837,0570000122679.jpg,Viscose Blend,Panjabi,"black,white,golden",block print,
6837,0570000122679.jpg___full.png,Viscose Blend,Panjabi,"black,white,golden",block print,
374,0560000070901.jpg,Cotton,Saree,"pink,white,blue","embroidery,printed",
374,0560000070901_2.jpg,Cotton,Saree,"orange,pink,white,blue","embroidery,printed",
374,0560000070901_1.jpg,Cotton,Saree,"pink,white","embroidery,printed",
7614,0470000103705.jpg,Silk,Scarves,"brown,pink",hand paint,
7614,0470000103705.jpg___full.png,Silk,Scarves,"brown,pink",hand paint,
7334,0570000116001.jpg,Cotton,Panjabi,"white,golden","dobby,block print",
7334,0570000116001_1.jpg,Cotton,Panjabi,"white,golden","dobby,block print",
6637,0570000127677.jpg,Cotton,Panjabi,"blue,green",block print,
6637,0570000127677.jpg___full.png,Cotton,Panjabi,"blue,green",block print,
7430,0410000097686_1.jpg,Viscose Blend,Tops,"white,green",embroidery,
7430,0410000097686_2.jpg,Viscose Blend,Tops,"white,green",embroidery,
998,0560000067119.jpg,Cotton,Saree,"yellow,blue,green",block print,
998,0560000067119_2.jpg,Cotton,Saree,"blue,green",block print,
998,0560000067119_1.jpg,Cotton,Saree,"yellow,blue,green",block print,
3159,0410000105989.jpg,Viscose,Maternity,orange,textured,
3159,0410000105989_3.jpg,Viscose,Maternity,orange,textured,
3159,0410000105989_1.jpg,Viscose,Maternity,orange,textured,
7518,0410000097463.jpg,Cotton,Skirts,"grey,black,pink",screen print,
7518,0410000097463_1.jpg,Cotton,Skirts,"grey,black,pink",screen print,
2769,1420000172267_.jpg,Viscose,Shalwar Kameez,"black,purple,cyan,green","dye,embroidery,printed",
2769,1420000172275_2.jpg,Viscose,Shalwar Kameez,"black,purple,cyan,green","dye,embroidery,printed",
1477,0550000143768.jpg,Muslin,Saree,"black,blue","applique,embroidery",applique
1477,0550000143768_2.jpg,Muslin,Saree,"black,blue,white","applique,embroidery",applique
1477,0550000143768_1.jpg,Muslin,Saree,"black,blue,white","applique,embroidery",applique
851,0560000071817.jpg,Cotton,Saree,"red,purple,pink",opera,
851,0560000071817_2.jpg,Cotton,Saree,"red,purple,pink",opera,
851,0560000071817_1.jpg,Cotton,Saree,"red,purple,pink",opera,
712,0560000071932.jpg,Cotton,Saree,"grey,red,green",buti,
712,0560000071932_2.jpg,Cotton,Saree,"grey,brown,red,green",buti,
712,0560000071932_1.jpg,Cotton,Saree,"grey,brown,red,green",buti,
1641,0550000154043.jpg,Silk,Saree,"purple,white,golden",opera,
1641,0550000154043_2.jpg,Silk,Saree,"purple,white,golden",opera,
1641,0550000154043_1.jpg,Silk,Saree,"purple,white,golden",opera,
616,0560000069817.jpg,Cotton,Saree,"black,pink,blue",screen print,
616,0560000069817_2.jpg,Cotton,Saree,"black,pink,blue",screen print,
616,0560000069817_1.jpg,Cotton,Saree,"black,pink,blue",screen print,
3528,0470000103574.jpg,Cotton,Fabric (Metres),"black,white",tie dye,
90,0560000074073.jpg,Cotton,Saree,"orange,red,pink,blue",nakshi,"nakshi,tangail"
90,0560000074073_2.jpg,Cotton,Saree,"orange,red,pink,blue",nakshi,"nakshi,tangail"
90,0560000074073_1.jpg,Cotton,Saree,"orange,red,pink,blue",nakshi,"nakshi,tangail"
167,0560000069458.jpg,Cotton,Saree,"grey,blue,white,red",screen print,
167,0560000069458_2.jpg,Cotton,Saree,"grey,blue,white,red",screen print,
167,0560000069458_1.jpg,Cotton,Saree,"grey,blue,white,red",screen print,
2715,1420000161822_3.jpg,Viscose Blend,Shalwar Kameez,"purple,green","embroidery,printed",sequins
2715,1420000161822_4.jpg,Viscose Blend,Shalwar Kameez,"purple,green","embroidery,printed",sequins
1697,0540000024000.jpg,Silk,Saree,"blue,golden",,"baluchari,tangail"
1697,0540000024000_2.jpg,Silk,Saree,"blue,golden",,"baluchari,tangail"
1697,0540000024000_1.jpg,Silk,Saree,"blue,golden",,"baluchari,tangail"
6514,0570000125039.jpg,Cotton,Panjabi,red,textured,
6514,0570000125039.jpg___full.png,Cotton,Panjabi,red,textured,
1573,0540000023167.jpg,Silk,Saree,"pink,blue,purple,green","embroidery,brush paint,printed",
1573,0540000023167_2.jpg,Silk,Saree,"pink,blue,purple,green","embroidery,brush paint,printed",
6898,0570000123248.jpg,Viscose,Panjabi,"white,green",block print,
6898,0570000123248_1.jpg,Viscose,Panjabi,"white,green",block print,
970,0560000069305.jpg,Cotton,Saree,"red,black,white","applique,embroidery,brush paint,printed",applique
970,0560000069305_2.jpg,Cotton,Saree,"red,black,white","applique,embroidery,brush paint,printed",applique
970,0560000069305_1.jpg,Cotton,Saree,"red,black,white","applique,embroidery,brush paint,printed",applique
2424,1420000166176.jpg,Viscose Blend,Shalwar Kameez,"black,white","tie dye,embroidery,printed",mirror work
